name,profile,url,bias,factual,credibility
Belleville News-Democrat – Bias and Credibility,https://mediabiasfactcheck.com/belleville-news-democrat/,www.bnd.com,center,high,high credibility
Better Government Association – Bias and Credibility,https://mediabiasfactcheck.com/better-government-association/,www.bettergov.org,center,high,high credibility
Biloxi Sun Herald – Bias and Credibility,https://mediabiasfactcheck.com/biloxi-sun-herald/,www.sunherald.com,center,high,high credibility
Globe Magazine – Bias and Credibility,https://mediabiasfactcheck.com/globe-magazine/,www.globemagazine.com,No media bias rating,VeryLow, credibility
GoodGopher – Bias and Credibility,https://mediabiasfactcheck.com/goodgopher/,www.goodgopher.com,right,VeryLow,no credibility rating available
Borehamwood Times – Bias and Credibility,https://mediabiasfactcheck.com/borehamwood-times-bias/,www.borehamwoodtimes.co.uk,center,high,high credibility
Great American Daily – Bias and Credibility,https://mediabiasfactcheck.com/great-american-daily/,www.greatamericandaily.com,extreme-right,low,low credibility
Grunge – Bias and Credibility,https://mediabiasfactcheck.com/grunge/,www.grunge.com,No media bias rating,mixed,low credibility
Bucks Free Press – Bias and Credibility,https://mediabiasfactcheck.com/bucks-free-press-bias/,www.bucksfreepress.co.uk,center,high,high credibility
Hartford Reporter – Bias and Credibility,https://mediabiasfactcheck.com/hartford-reporter/,www.hartfordreporter.com,right-center,mixed,low credibility
Henderson Times – Bias and Credibility,https://mediabiasfactcheck.com/henderson-times-bias/,www.hendersontimes.org,left-center,mixed,low credibility
Hillsborough Sun – Bias and Credibility,https://mediabiasfactcheck.com/hillsborough-sun-bias/,www.hillsboroughsun.com,right-center,mixed,low credibility
Carroll County News – Bias and Credibility,https://mediabiasfactcheck.com/carroll-county-news-bias/,www.carrollconews.com,center,high,high credibility
Center for Democracy and Technology – Bias and Credibility,https://mediabiasfactcheck.com/center-democracy-technology/,www.cdt.org,center,high,high credibility
Hutch Today – Bias and Credibility,https://mediabiasfactcheck.com/hutch-today-bias/,www.hutchtoday.com,right-center,mixed,low credibility
Chatham House – Bias and Credibility,https://mediabiasfactcheck.com/chatham-house-bias/,www.chathamhouse.org,center,high,high credibility
Independent Sentinel – Bias and Credibility,https://mediabiasfactcheck.com/independent-sentinel/,www.independentsentinel.com,right,low,low credibility
Cincinnati Enquirer – Bias and Credibility,https://mediabiasfactcheck.com/cincinnati-enquirer/,www.cincinnati.com,center,high,high credibility
Iowa City Today – Bias and Credibility,https://mediabiasfactcheck.com/iowa-city-today-bias/,www.iowacitytoday.com,right-center,mixed,low credibility
Jackson Purchase News – Bias and Credibility,https://mediabiasfactcheck.com/jackson-purchase-news-bias/,www.jacksonpurchasenews.com,right-center,mixed,low credibility
Clay Today – Bias and Credibility,https://mediabiasfactcheck.com/clay-today-bias/,www.claytodayonline.com,center,high,high credibility
CNET – Bias and Credibility,https://mediabiasfactcheck.com/cnet/,www.cnet.com,center,high,high credibility
Comparitech – Bias and Credibility,https://mediabiasfactcheck.com/comparitech-bias/,www.comparitech.com,center,high,high credibility
Congressional Budget Office (CBO) – Bias and Credibility,https://mediabiasfactcheck.com/congressional-budget-office-cbo/,www.cbo.gov,center,very high,high credibility
Kokomo Standard – Bias and Credibility,https://mediabiasfactcheck.com/kokomo-standard-bias/,www.kokomostandard.com,right-center,mixed,low credibility
Lafayette Reporter – Bias and Credibility,https://mediabiasfactcheck.com/lafayette-reporter-bias/,www.lafayettereporter.com,right-center,mixed,low credibility
Court TV – Bias and Credibility,https://mediabiasfactcheck.com/courttv-bias/,www.courttv.com,center,high,high credibility
Crains Detroit – Bias and Credibility,https://mediabiasfactcheck.com/crains-detroit/,www.crainsdetroit.com,center,high,high credibility
Left Action – Bias and Credibility,https://mediabiasfactcheck.com/left-action/,www.leftaction.com,extreme-left,low,low credibility
Lewiston Times – Bias and Credibility,https://mediabiasfactcheck.com/lewiston-times-bias/,www.lewistontimes.com,right-center,mixed,low credibility
Daily Inter Lake – Bias and Credibility,https://mediabiasfactcheck.com/daily-inter-lake-bias/,www.dailyinterlake.com,center,high,high credibility
Daily Record – Bias and Credibility,https://mediabiasfactcheck.com/daily-record/,www.dailyrecord.com,center,high,high credibility
Livingston Today – Bias and Credibility,https://mediabiasfactcheck.com/livingston-today-bias/,www.livingstontoday.com,right-center,mixed,low credibility
The Des Moines Register – Bias and Credibility,https://mediabiasfactcheck.com/the-des-moines-register/,www.desmoinesregister.com,center,high,high credibility
Macon Times – Bias and Credibility,https://mediabiasfactcheck.com/macon-times/,www.macontimes.com,right-center,mixed,low credibility
Maine Lakes News – Bias and Credibility,https://mediabiasfactcheck.com/maine-lakes-news-bias/,www.mainelakesnews.com,right-center,mixed,low credibility
Marin Leader – Bias and Credibility,https://mediabiasfactcheck.com/marin-leader/,www.marinleader.com,right-center,mixed,low credibility
Maui Reporter – Bias and Credibility,https://mediabiasfactcheck.com/maui-reporter/,www.mauireporter.com,right-center,mixed,low credibility
Merced Times – Bias and Credibility,https://mediabiasfactcheck.com/merced-times/,www.mercedtimes.com,right-center,mixed,low credibility
Elko Daily Free Press – Bias and Credibility,https://mediabiasfactcheck.com/elko-daily-free-press/,www.elkodaily.com,center,high,high credibility
Eurasia Group – Bias and Credibility,https://mediabiasfactcheck.com/eurasia-group/,www.eurasiagroup.net,center,high,high credibility
Aspen Times – Bias and Credibility,https://mediabiasfactcheck.com/aspen-times-bias/,www.summitdaily.com,center,high,high credibility
FreedomProject Media – Bias and Credibility,https://mediabiasfactcheck.com/freedomproject-media/,www.freedomproject.com,extreme-right,low,high credibility
Ballot-Access News – Bias and Credibility,https://mediabiasfactcheck.com/ballot-access-news/,www.ballot-access.org,center,high,high credibility
Beatrice Daily Sun – Bias and Credibility,https://mediabiasfactcheck.com/beatrice-daily-sun-bias/,www.beatricedailysun.com,center,high,high credibility
Gen Z Conservative – Bias and Credibility,https://mediabiasfactcheck.com/gen-z-conservative/,www.genzconservative.com,extreme-right,mixed,low credibility
Biography (A&E) – Bias and Credibility,https://mediabiasfactcheck.com/biography-ae-bias/,www.biography.com,center,high,high credibility
Boca Post – Bias and Credibility,https://mediabiasfactcheck.com/boca-post-bias-and-credibility/,www.bocapost.com,center,high,high credibility
GOP.gov (House Republicans) – Bias and Credibility,https://mediabiasfactcheck.com/gop-gov-house-republicans/,www.gop.gov,right,mixed,low credibility
Grand Rapids Reporter – Bias and Credibility,https://mediabiasfactcheck.com/grand-rapids-reporter-bias/,www.grandrapidsreporter.com,right-center,mixed,low credibility
Gript.ie – Bias and Credibility,https://mediabiasfactcheck.com/gript-ie-bias/,www.gript.ie,right,mostly,high credibility
Gucmakale.com – Bias and Credibility,https://mediabiasfactcheck.com/gucmakale-com/,www.gucmakale.com,No media bias rating,mixed,low credibility
Buffalo Center Tribune – Bias and Credibility,https://mediabiasfactcheck.com/buffalo-center-tribune-bias/,www.thebuffalocentertribune.com,center,high,high credibility
Burnham & Highbridge Weekly – Bias and Credibility,https://mediabiasfactcheck.com/burnham-highbridge-weekly/,www.burnhamandhighbridgeweeklynews.co.uk,center,high,high credibility
Here Is The Evidence – Bias and Credibility,https://mediabiasfactcheck.com/here-is-the-evidence/,www.hereistheevidence.com,right,low,low credibility
Hindustan Times – Bias and Credibility,https://mediabiasfactcheck.com/hindustan-times/,www.hindustantimes.com,left-center,mixed,low credibility
Hoosier State Today – Bias and Credibility,https://mediabiasfactcheck.com/hoosier-state-today-bias/,www.hoosierstatetoday.com,right-center,mixed,low credibility
Housatonic Valley News – Bias and Credibility,https://mediabiasfactcheck.com/housatonic-valley-news/,www.housatonicvalleynews.com,right-center,mixed,low credibility
Centreville Record Observer – Bias and Credibility,https://mediabiasfactcheck.com/centreville-record-observer/,www.myeasternshoremd.com,center,high,high credibility
Illegal Alien Crime Report – Bias and Credibility,https://mediabiasfactcheck.com/illegal-alien-crime-report/,www.illegalaliencrimereport.com,extreme-right,mixed,low credibility
Chico Enterprise-Record – Bias and Credibility,https://mediabiasfactcheck.com/chico-enterprise-record-bias/,www.chicoer.com,center,high,high credibility
Inner Strength Zone – Bias and Credibility,https://mediabiasfactcheck.com/inner-strength-zone/,www.innerstrength.zone,No media bias rating,mixed,low credibility
CityNews Kitchener – Bias and Credibility,https://mediabiasfactcheck.com/citynews-kitchener-bias/,kitchener.citynews.ca,center,high,high credibility
Ivermectin for Covid-19 (ivmmeta.com) – Bias and Credibility,https://mediabiasfactcheck.com/ivermectin-for-covid-19-ivmmeta-com-bias/,www.ivmmeta.com,right,mixed,low credibility
Joco Today – Bias and Credibility,https://mediabiasfactcheck.com/joco-today-bias/,www.jocotoday.com,right-center,mixed,low credibility
Just The News – Bias and Credibility,https://mediabiasfactcheck.com/just-the-news/,www.justthenews.com,right,mixed,low credibility
Kauai Sun – Bias and Credibility,https://mediabiasfactcheck.com/kauai-sun/,www.kauaisun.com,right-center,mixed,low credibility
Key West Reporter – Bias and Credibility,https://mediabiasfactcheck.com/key-west-reporter/,www.keywestreporter.com,right-center,mixed,low credibility
Cotswold Journal – Bias and Credibility,https://mediabiasfactcheck.com/cotswold-journal-bias/,www.cotswoldjournal.co.uk,center,high,high credibility
Lafayette Times – Bias and Credibility,https://mediabiasfactcheck.com/lafayette-times-bias/,www.lafayettetimes.com,right-center,mixed,low credibility
The Covid Tracking Project – Bias and Credibility,https://mediabiasfactcheck.com/the-covid-tracking-project/,www.covidtracking.com,center,high,high credibility
Las Vegas City Wire – Bias and Credibility,https://mediabiasfactcheck.com/las-vegas-city-wire-bias/,www.lasvegascitywire.com,right-center,mixed,low credibility
Crux – Bias and Credibility,https://mediabiasfactcheck.com/crux-bias/,www.cruxnow.com,center,high,high credibility
D.C. Circuit Breaker – Bias and Credibility,https://mediabiasfactcheck.com/d-c-circuit-breaker/,www.dccircuitbreaker.org,center,high,high credibility
Liberty Unyielding – Bias and Credibility,https://mediabiasfactcheck.com/liberty-unyielding/,www.libertyunyielding.com,right,mostly,no credibility rating available
LifeZette – Bias and Credibility,https://mediabiasfactcheck.com/lifezette/,www.lifezette.com,right,mixed,low credibility
Delaware County Daily Times – Bias and Credibility,https://mediabiasfactcheck.com/delaware-county-daily-times-bias/,www.delcotimes.com,center,high,high credibility
De Standaard – Bias and Credibility,https://mediabiasfactcheck.com/de-standaard-bias/,www.standaard.be,center,high,high credibility
Dispatch – Argus – Bias and Credibility,https://mediabiasfactcheck.com/dispatch-argus-bias/,www.qconline.com,center,high,high credibility
Dothan Eagle – Bias and Credibility,https://mediabiasfactcheck.com/dothan-eagle-bias/,www.dothaneagle.com,center,high,high credibility
Dumbarton Reporter – Bias and Credibility,https://mediabiasfactcheck.com/dumbarton-reporter-bias/,www.dumbartonreporter.co.uk,center,high,high credibility
East County Observer – Bias and Credibility,https://mediabiasfactcheck.com/east-county-observer-bias/,www.yourobserver.com,center,high,high credibility
Eau Claire Leader-Telegram – Bias and Credibility,https://mediabiasfactcheck.com/eau-claire-leader-telegram/,www.leadertelegram.com,center,high,high credibility
Metro East Sun – Bias and Credibility,https://mediabiasfactcheck.com/metro-east-sun/,www.metroeastsun.com,right-center,mixed,low credibility
Escanaba Daily Press – Bias and Credibility,https://mediabiasfactcheck.com/escanaba-daily-press-bias/,www.dailypress.net,center,high,high credibility
Atlas Obscura – Bias and Credibility,https://mediabiasfactcheck.com/atlas-obscura/,www.atlasobscura.com,center,high,high credibility
azfamily.com – Bias and Credibility,https://mediabiasfactcheck.com/azfamily-com/,www.azfamily.com,center,high,high credibility
Basingstoke Gazette – Bias and Credibility,https://mediabiasfactcheck.com/basingstoke-gazette-bias/,www.basingstokegazette.co.uk,center,high,high credibility
Geller Report – Bias and Credibility,https://mediabiasfactcheck.com/geller-report/,www.gellerreport.com,extreme-right,low,low credibility
Georgia Mountain News – Bias and Credibility,https://mediabiasfactcheck.com/georgia-mountain-news/,www.georgiamountainnews.com,right-center,mixed,low credibility
Blasting News – Bias and Credibility,https://mediabiasfactcheck.com/blastingnews/,us.blastingnews.com,center,high,high credibility
Golden State Today – Bias and Credibility,https://mediabiasfactcheck.com/golden-state-today/,www.goldenstatetoday.com,right-center,mixed,low credibility
Border Telegraph – Bias and Credibility,https://mediabiasfactcheck.com/border-telegraph-bias/,www.bordertelegraph.com,center,high,high credibility
Granma (Cuba) – Bias and Credibility,https://mediabiasfactcheck.com/granma-cuba-bias/,en.granma.cu,extreme-left,mixed,low credibility
Bridgewater Mercury – Bias and Credibility,https://mediabiasfactcheck.com/bridgewater-mercury-bias/,www.bridgwatermercury.co.uk,center,high,high credibility
Gulf News – Bias and Credibility,https://mediabiasfactcheck.com/gulf-news/,www.gulfnews.com,right-center,mixed,low credibility
Harford News – Bias and Credibility,https://mediabiasfactcheck.com/harford-news-bias/,www.harfordnews.com,right-center,mixed,low credibility
Butler County Times-Gazette – Bias and Credibility,https://mediabiasfactcheck.com/butler-county-times-gazette-bias/,www.butlercountytimesgazette.com,center,high,high credibility
Cable Public Affairs Channel (CPAC) – Bias and Credibility,https://mediabiasfactcheck.com/canadian-public-affairs-channel-cpac/,www.cpac.ca,center,high,high credibility
Holland Reporter – Bias and Credibility,https://mediabiasfactcheck.com/holland-reporter-bias/,www.hollandreporter.com,right-center,mixed,low credibility
Houma Thibodaux News – Bias and Credibility,https://mediabiasfactcheck.com/houma-thibodaux-news-bias/,www.houmathibodauxnews.com,right-center,mixed,low credibility
Huntsville Leader – Bias and Credibility,https://mediabiasfactcheck.com/huntsville-leader/,www.huntsvilleleader.com,right-center,mixed,low credibility
Charity Navigator – Bias and Credibility,https://mediabiasfactcheck.com/charity-navigator/,www.charitynavigator.org,center,very high,high credibility
Chester and District Standard – Bias and Credibility,https://mediabiasfactcheck.com/chester-and-district-standard-bias/,www.chesterstandard.co.uk,center,high,high credibility
InfoScum – Bias and Credibility,https://mediabiasfactcheck.com/infoscum/,www.infoscum.com,left-center,mixed,low credibility
International Organization for the Family (IOF) – Bias and Credibility,https://mediabiasfactcheck.com/international-organization-for-the-family-iof/,www.profam.org,extreme-right,low,low credibility
CityNews Winnipeg – Bias and Credibility,https://mediabiasfactcheck.com/citynews-winnipeg-bias/,winnipeg.citynews.ca,center,high,high credibility
Clay County Times-Democrat – Bias and Credibility,https://mediabiasfactcheck.com/clay-county-times-democrat-bias/,www.cctimesdemocrat.com,center,high,high credibility
Judicial Watch – Bias and Credibility,https://mediabiasfactcheck.com/judicial-watch/,www.judicialwatch.org,extreme-right,low,low credibility
Community Impact – Bias and Credibility,https://mediabiasfactcheck.com/community-impact/,www.communityimpact.com,center,high,high credibility
Kern County Times – Bias and Credibility,https://mediabiasfactcheck.com/kern-county-times/,www.kerncountytimes.com,right-center,mixed,low credibility
Korean Central News Agency – Bias and Credibility,https://mediabiasfactcheck.com/korean-central-news-agency/,www.kcna.kp,extreme-left,VeryLow,low credibility
Countable – Bias and Credibility,https://mediabiasfactcheck.com/countable-news/,www.countable.com,center,high,high credibility
Lake Tahoe Sun – Bias and Credibility,https://mediabiasfactcheck.com/lake-tahoe-sun/,www.laketahoesun.com,right-center,mixed,low credibility
Craven Herald & Pioneer – Bias and Credibility,https://mediabiasfactcheck.com/craven-herald-pioneer-bias/,www.cravenherald.co.uk,center,high,high credibility
Culpeper Star-Exponent – Bias and Credibility,https://mediabiasfactcheck.com/culpeper-star-exponent-bias/,www.starexponent.com,center,high,high credibility
Liberty Hangout – Bias and Credibility,https://mediabiasfactcheck.com/liberty-hangout/,www.libertyhangout.org,extreme-right,low,low credibility
Daily Maverick – Bias and Credibility,https://mediabiasfactcheck.com/daily-maverick/,www.dailymaverick.co.za,center,high,high credibility
Defense News – Bias and Credibility,https://mediabiasfactcheck.com/defense-news/,www.defensenews.com,center,high,high credibility
Denison Bulletin Review – Bias and Credibility,https://mediabiasfactcheck.com/denison-bulletin-review/,www.dbrnews.com,center,high,high credibility
Detik.com – Bias and Credibility,https://mediabiasfactcheck.com/detik-com/,www.detik.com,center,mostly,high credibility
Magnolia State News – Bias and Credibility,https://mediabiasfactcheck.com/magnolia-state-news-bias/,www.magnoliastatenews.com,right-center,mixed,low credibility
Mainstream Fake Media – Bias and Credibility,https://mediabiasfactcheck.com/mainstream-fake-media-bias/,www.mainstreamfakemedia.com,right,low,low credibility
Maryland State Wire – Bias and Credibility,https://mediabiasfactcheck.com/maryland-state-wire-bias/,www.mdstatewire.com,right-center,mixed,low credibility
McLean County Times – Bias and Credibility,https://mediabiasfactcheck.com/mclean-county-times/,www.mcleancountytimes.com,right-center,mixed,low credibility
Elburn Herald – Bias and Credibility,https://mediabiasfactcheck.com/elburn-herald-bias/,www.shawlocal.com,center,high,high credibility
El Nuevo Dia – Bias and Credibility,https://mediabiasfactcheck.com/el-nuevo-dia/,www.elnuevodia.com,center,high,high credibility
Essex Echo – Bias and Credibility,https://mediabiasfactcheck.com/essex-echo-bias/,www.echo-news.co.uk,center,high,high credibility
Michigan Star – Bias and Credibility,https://mediabiasfactcheck.com/michigan-star-bias/,www.themichiganstar.com,right,mixed,low credibility
Mid Massachusetts News – Bias and Credibility,https://mediabiasfactcheck.com/mid-massachusetts-news-bias/,www.midmassnews.com,right-center,mixed,low credibility
Fresno Leader – Bias and Credibility,https://mediabiasfactcheck.com/fresno-leader/,www.fresnoleader.com,right-center,mixed,low credibility
FT Wayne Times – Bias and Credibility,https://mediabiasfactcheck.com/ft-wayne-times-bias/,www.ftwaynetimes.com,right-center,mixed,low credibility
Bay City Times – Bias and Credibility,https://mediabiasfactcheck.com/bay-city-times-bias/,www.mlive.com,center,high,high credibility
Genesee News – Bias and Credibility,https://mediabiasfactcheck.com/genesee-news-bias/,www.geneseenews.com,right-center,mixed,low credibility
Georgia Star News – Bias and Credibility,https://mediabiasfactcheck.com/georgia-star-news-bias/,www.georgiastarnews.com,right,mixed,low credibility
Glacier Country News – Bias and Credibility,https://mediabiasfactcheck.com/glacier-country-news-bias/,www.glaciercountrynews.com,right-center,mixed,low credibility
Bonners Ferry Herald – Bias and Credibility,https://mediabiasfactcheck.com/bonners-ferry-herald-bias/,www.bonnersferryherald.com,center,high,high credibility
Grand Canyon Times – Bias and Credibility,https://mediabiasfactcheck.com/grand-canyon-times/,www.grandcanyontimes.com,right-center,mixed,low credibility
Bradford Telegraph and Argus – Bias and Credibility,https://mediabiasfactcheck.com/bradford-telegraph-and-argus-bias/,www.thetelegraphandargus.co.uk,center,high,high credibility
Bridport and Lyme Regis News – Bias and Credibility,https://mediabiasfactcheck.com/bridport-and-lyme-regis-news-bias/,www.bridportnews.co.uk,center,high,high credibility
Gunster News – Bias and Credibility,https://mediabiasfactcheck.com/gunster-news-bias-and-credibility/,www.gunsternews.com,center,mixed,low credibility
Burnett County Sentinel – Bias and Credibility,https://mediabiasfactcheck.com/burnett-county-sentinel/,www.burnettcountysentinel.com,center,mostly,no credibility rating available
Butler County Tribune-Journal – Bias and Credibility,https://mediabiasfactcheck.com/butler-county-tribune-journal-bias/,www.butlercountytribune.com,center,high,high credibility
Canon City Daily Record – Bias and Credibility,https://mediabiasfactcheck.com/canon-city-daily-record-bias/,www.canoncitydailyrecord.com,center,high,high credibility
Hopkinsville Times – Bias and Credibility,https://mediabiasfactcheck.com/hopkinsville-times-bias/,www.hopkinsvilletimes.com,right-center,mixed,low credibility
Center for Strategic and International Studies – Bias and Credibility,https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/,www.csis.org,center,very high,high credibility
I Hate the Media – Bias and Credibility,https://mediabiasfactcheck.com/i-hate-the-media/,www.ihatethemedia.com,extreme-right,low,low credibility
Chelmsford & Mid Essex Times – Bias and Credibility,https://mediabiasfactcheck.com/chelmsford-mid-essex-times-bias/,www.chelmsfordweeklynews.co.uk,center,high,high credibility
Chippewa Herald – Bias and Credibility,https://mediabiasfactcheck.com/chippewa-herald-bias/,www.chippewa.com,center,high,high credibility
Interior Alaska News – Bias and Credibility,https://mediabiasfactcheck.com/interior-alaska-news/,www.interioralaskanews.com,right-center,mixed,low credibility
CityNews Vancouver – Bias and Credibility,https://mediabiasfactcheck.com/citynews-vancouver-bias/,vancouver.citynews.ca,center,high,high credibility
Jefferson Reporter – Bias and Credibility,https://mediabiasfactcheck.com/jefferson-reporter/,www.jeffersonreporter.com,right-center,mixed,low credibility
JordanBPeterson.com – Bias and Credibility,https://mediabiasfactcheck.com/jordanbpeterson-com-bias/,www.jordanbpeterson.com,right,mixed,low credibility
Committee to Protect Journalists – Bias and Credibility,https://mediabiasfactcheck.com/committee-to-protect-journalists/,www.cpj.org,center,high,high credibility
Kent County Today – Bias and Credibility,https://mediabiasfactcheck.com/kent-county-today/,www.kentcountytoday.com,right-center,mixed,low credibility
Knights Templar International – Bias and Credibility,https://mediabiasfactcheck.com/knights-templar-international/,www.knightstemplarorder.com,extreme-right,low,low credibility
La Crosse Leader – Bias and Credibility,https://mediabiasfactcheck.com/la-crosse-leader-bias/,www.lacrosseleader.org,left-center,mixed,low credibility
Lake County Gazette – Bias and Credibility,https://mediabiasfactcheck.com/lake-county-gazette-bias/,www.lakecountygazette.com,right-center,mixed,low credibility
Larimer News – Bias and Credibility,https://mediabiasfactcheck.com/larimer-news/,www.larimernews.com,right-center,mixed,low credibility
Crookston Times – Bias and Credibility,https://mediabiasfactcheck.com/crookston-times-bias/,www.crookstontimes.com,center,high,high credibility
Lew Rockwell – Bias and Credibility,https://mediabiasfactcheck.com/lew-rockwell/,www.lewrockwell.com,extreme-right,low,low credibility
LibertyTalk.FM – Bias and Credibility,https://mediabiasfactcheck.com/libertytalk-fm/,www.libertytalk.fm,right,mixed,low credibility
LifeSiteNews – Bias and Credibility,https://mediabiasfactcheck.com/life-site-news/,www.lifesitenews.com,right,low,low credibility
Little Apple Times – Bias and Credibility,https://mediabiasfactcheck.com/little-apple-times-bias/,www.littleappletimes.com,right-center,mixed,low credibility
Louisville City Wire – Bias and Credibility,https://mediabiasfactcheck.com/louisville-city-wire-bias/,www.louisvillecitywire.com,right-center,mixed,low credibility
Digi24 – Bias and Credibility,https://mediabiasfactcheck.com/digi24-bias/,www.digi24.ro,center,high,high credibility
Doctors Without Borders – Bias and Credibility,https://mediabiasfactcheck.com/doctors-without-borders/,www.doctorswithoutborders.org,center,high,high credibility
Manila Business Daily – Bias and Credibility,https://mediabiasfactcheck.com/manila-business-daily-bias/,www.manilabusinessdaily.com,right-center,mixed,low credibility
Mat-Su Times – Bias and Credibility,https://mediabiasfactcheck.com/mat-su-times/,www.matsutimes.com,right-center,mixed,low credibility
East Idaho News – Bias and Credibility,https://mediabiasfactcheck.com/east-idaho-news/,www.eastidahonews.com,center,high,high credibility
Mesa Times – Bias and Credibility,https://mediabiasfactcheck.com/mesa-times-bias/,www.mesatimes.org,left-center,mixed,low credibility
Erie Times-News – Bias and Credibility,https://mediabiasfactcheck.com/erie-times-news/,www.goerie.com,center,high,high credibility
Eureka Times-Standard – Bias and Credibility,https://mediabiasfactcheck.com/eureka-times-standard-bias/,www.times-standard.com,center,high,high credibility
Fayetteville Observer – Bias and Credibility,https://mediabiasfactcheck.com/fayetteville-observer/,www.fayobserver.com,center,high,high credibility
GAB News – Bias and Credibility,https://mediabiasfactcheck.com/gab-news-bias/,news.gab.com,extreme-right,low,low credibility
Benzinga – Bias and Credibility,https://mediabiasfactcheck.com/benzinga/,www.benzinga.com,center,high,high credibility
Geology In – Bias and Credibility,https://mediabiasfactcheck.com/geology-in/,www.geologyin.com,No media bias rating,mixed,low credibility
Bismarck Tribune – Bias and Credibility,https://mediabiasfactcheck.com/bismarck-tribune/,www.bismarcktribune.com,center,high,high credibility
Gnews – Bias and Credibility,https://mediabiasfactcheck.com/gnews/,www.gnews.org,right,low,low credibility
BorderReport – Bias and Credibility,https://mediabiasfactcheck.com/borderreport-bias/,www.borderreport.com,center,high,high credibility
Bradenton Herald – Bias and Credibility,https://mediabiasfactcheck.com/bradenton-herald-bias/,www.bradenton.com,center,high,high credibility
Bridge Michigan – Bias and Credibility,https://mediabiasfactcheck.com/bridge-magazine/,www.bridgemi.com,center,high,high credibility
Guardian Nigeria – Bias and Credibility,https://mediabiasfactcheck.com/guardian-nigeria/,www.guardian.ng,center,mixed,low credibility
The Hagmann Report – Bias and Credibility,https://mediabiasfactcheck.com/the-hagmann-report/,www.hagmannreport.com,extreme-right,low,low credibility
Hawar News Agency – Bias and Credibility,https://mediabiasfactcheck.com/hawar-news-agency/,en.hawarnews.org,extreme-left,low,low credibility
Hernando Reporter – Bias and Credibility,https://mediabiasfactcheck.com/hernando-reporter/,www.hernandoreporter.com,right-center,mixed,low credibility
Cape Cod Times – Bias and Credibility,https://mediabiasfactcheck.com/cape-cod-times/,www.capecodtimes.com,center,high,high credibility
Hot Springs Times – Bias and Credibility,https://mediabiasfactcheck.com/hot-springs-times/,www.hotspringstimes.com,right-center,mixed,low credibility
Hudson Today – Bias and Credibility,https://mediabiasfactcheck.com/hudson-today-bias/,www.hudsontoday.com,right-center,mixed,low credibility
Chard & Ilminster News – Bias and Credibility,https://mediabiasfactcheck.com/chard-illminster-news-bias/,www.chardandilminsternews.co.uk,center,high,high credibility
InfoGalactic – Bias and Credibility,https://mediabiasfactcheck.com/infogalactic/,www.infogalactic.com,extreme-right,low,low credibility
Informer – Serbia – Bias and Credibility,https://mediabiasfactcheck.com/informer-serbia-bias/,www.informer.rs,right,mixed,low credibility
CityNews Halifax – Bias and Credibility,https://mediabiasfactcheck.com/citynews-halifax-bias/,halifax.citynews.ca,center,high,high credibility
CityNews Toronto – Bias and Credibility,https://mediabiasfactcheck.com/680-news/,toronto.citynews.ca,center,high,high credibility
Clarksville Star – Bias and Credibility,https://mediabiasfactcheck.com/clarksville-star-bias/,www.butlercountytribune.com,center,high,high credibility
The Columbus Telegram – Bias and Credibility,https://mediabiasfactcheck.com/the-columbus-telegram-bias/,www.columbustelegram.com,center,high,high credibility
Katehon – Bias and Credibility,https://mediabiasfactcheck.com/katehon-bias/,www.katehon.com,right,low,low credibility
Kentuckiana Times – Bias and Credibility,https://mediabiasfactcheck.com/kentuckiana-times-bias/,www.kentuckianatimes.com,right-center,mixed,low credibility
Cook Political Report – Bias and Credibility,https://mediabiasfactcheck.com/cook-political-report/,www.cookpolitical.com,center,high,high credibility
Council on Foreign Relations – Bias and Credibility,https://mediabiasfactcheck.com/council-on-foreign-relations/,www.cfr.org,center,high,high credibility
Lake Region News – Bias and Credibility,https://mediabiasfactcheck.com/lake-region-news-bias/,www.lakeregionnews.com,right-center,mixed,low credibility
Last Frontier News – Bias and Credibility,https://mediabiasfactcheck.com/last-frontier-news/,www.lastfrontiernews.com,right-center,mixed,low credibility
CTV News – Bias and Credibility,https://mediabiasfactcheck.com/ctv-news/,www.ctvnews.ca,center,high,high credibility
Daily Freeman-Journal – Bias and Credibility,https://mediabiasfactcheck.com/daily-freeman-journal-bias/,www.messengernews.net,center,high,high credibility
Life News – Bias and Credibility,https://mediabiasfactcheck.com/life-news/,www.lifenews.com,right,low,low credibility
Defense One – Bias and Credibility,https://mediabiasfactcheck.com/defense-one/,www.defenseone.com,center,high,high credibility
Denton Record-Chronicle – Bias and Credibility,https://mediabiasfactcheck.com/denton-record-chronicle/,www.dentonrc.com,center,high,high credibility
Macon Reporter – Bias and Credibility,https://mediabiasfactcheck.com/macon-reporter-bias/,www.maconreporter.com,right-center,mixed,low credibility
Maine Business Daily – Bias and Credibility,https://mediabiasfactcheck.com/maine-business-daily-bias/,www.mainebusinessdaily.com,right-center,mixed,low credibility
DT News (LA Downtown News) – Bias and Credibility,https://mediabiasfactcheck.com/dt-news-la-downtown-news-bias/,www.ladowntownnews.com,center,high,high credibility
Eagle Grove Eagle – Bias and Credibility,https://mediabiasfactcheck.com/eagle-grove-eagle-bias/,www.theeaglegroveeagle.com,center,high,high credibility
Eastern Daily Press (UK) – Bias and Credibility,https://mediabiasfactcheck.com/eastern-daily-press-uk-bias/,www.edp24.co.uk,center,high,high credibility
